,Address,City,ZIP,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
602,"4909 Nolensville Pike",NASHVILLE,37211.0,TN,36.062737,-86.71706,1,range_interpolation,4909,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
603,"S 14th St & Davidson St",NASHVILLE,37206.0,TN,36.163026,-86.746843,1,intersection,,"Davidson St",,,Nashville,TN,"Davidson County",37206,US,"TIGER/Line® dataset from the US Census Bureau"
604,"622 Sylvan St",NASHVILLE,37206.0,TN,36.167303,-86.759109,1,range_interpolation,622,"Sylvan St",,,Nashville,TN,"Davidson County",37206,US,"TIGER/Line® dataset from the US Census Bureau"
605,"1310 Meridian St",NASHVILLE,37207.0,TN,36.194841,-86.767602,1,rooftop,1310,"Meridian St",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
606,"8127 TN-100",NASHVILLE,37221.0,TN,36.044316,-86.956068,1,range_interpolation,8127,"Hwy 100",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
607,"1014 Dickerson Pike",NASHVILLE,37207.0,TN,36.189807,-86.773195,1,rooftop,1014,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
608,"Magdeburg Greenway",NASHVILLE,37208.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
609,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
610,"1015 Jefferson St",NASHVILLE,37208.0,TN,36.172079,-86.795562,1,rooftop,1015,"Jefferson St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
611,"6100 Tower Cir",,37067.0,TN,0,0,0,,,,,,,,,,,
612,"2929 Vista Ln",NASHVILLE,37207.0,TN,36.233344,-86.795223,1,rooftop,2929,"Vista Ln",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
613,"25th Ave S & West End Ave",NASHVILLE,37203.0,TN,36.146976,-86.808366,1,intersection,,"25th Ave S",,,Nashville,TN,"Davidson County",37240,US,"TIGER/Line® dataset from the US Census Bureau"
614,"Sylvan Park",NASHVILLE,37209.0,TN,36.167095,-86.759718,1,street_center,,"Sylvan St",,,Nashville,TN,"Davidson County",37206,US,"TIGER/Line® dataset from the US Census Bureau"
615,"44 Vantage Way",NASHVILLE,37228.0,TN,36.192457,-86.794501,1,rooftop,44,"Vantage Way",,,Nashville,TN,"Davidson County",37228,US,"City of Nashville"
616,"2935 Sidco Dr",NASHVILLE,37204.0,TN,36.107237,-86.755857,1,range_interpolation,2935,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
617,"1805 Dickerson Pike",NASHVILLE,37207.0,TN,36.204301,-86.768638,1,rooftop,1805,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
618,"Blue Hole Rd & Antioch Pike",ANTIOCH,37013.0,TN,36.059795,-86.671596,0.94,intersection,,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
619,"510 W Trinity Ln",NASHVILLE,37207.0,TN,36.207285,-86.789687,1,rooftop,510,"W Trinity Ln",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
620,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
621,"2801 Clarksville Pike",NASHVILLE,37208.0,TN,36.187811,-86.822069,1,rooftop,2801,"Clarksville Pike",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
622,"204 Ward Cir",,37027.0,TN,0,0,0,,,,,,,,,,,
623,"319 Dickerson Pike",NASHVILLE,37207.0,TN,36.172531,-86.750305,0.6,rooftop,319,"S 11th St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
624,"174 3rd Ave N",NASHVILLE,37201.0,TN,36.163826,-86.777259,1,rooftop,174,"3rd Ave N",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
625,"715 Cottage Park Dr",NASHVILLE,37207.0,TN,36.221977,-86.764341,1,rooftop,715,"Cottage Park Dr",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
626,"2016 Charlotte Ave",NASHVILLE,37203.0,TN,36.156981,-86.805587,1,rooftop,2016,"Charlotte Ave",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
627,"900 20th Ave S",NASHVILLE,37212.0,TN,36.148832,-86.797936,1,range_interpolation,900,"20th Ave S",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
628,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
629,"Hillhurst Dr & Dickerson Pike",NASHVILLE,37207.0,TN,36.225236,-86.76042,0.74,intersection,,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
630,"50 Music Cir S",NASHVILLE,37203.0,TN,36.149467,-86.790901,1,range_interpolation,50,"Music Cir S",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
631,,HERMITAGE,37076.0,TN,36.153572,-86.583994,1,place,,,,,Hermitage,TN,"Davidson County",37076,US,"TIGER/Line® dataset from the US Census Bureau"
632,"519 Donelson Pike",NASHVILLE,37214.0,TN,36.148226,-86.666078,1,rooftop,519,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
633,"3080 Delta Queen Dr",NASHVILLE,37214.0,TN,36.235651,-86.693168,1,rooftop,3080,"Delta Queen Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
634,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
635,"513 Amalie Ct",NASHVILLE,37211.0,TN,36.051337,-86.724058,1,range_interpolation,513,"Amalie Ct",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
636,"319 Anderson Ln",MADISON,37115.0,TN,36.273765,-86.704083,1,rooftop,319,"Anderson Ln",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
637,"2746 TN-24",NASHVILLE,37214.0,TN,36.15427,-86.817406,0.9,range_interpolation,2746,"Us Hwy 70",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
638,"8400 Eastgate Blvd",,,TN,0,0,0,,,,,,,,,,,
639,"Conference Dr & Rivergate Mall SB",GOODLETTSVILLE,37072.0,TN,36.312077,-86.698633,0.23,intersection,,"Conference Dr",,,Goodlettsville,TN,"Davidson County",37072,US,"TIGER/Line® dataset from the US Census Bureau"
640,"1034 W Eastland Ave",NASHVILLE,37206.0,TN,36.183659,-86.75017,1,range_interpolation,1034,"W Eastland Ave",,,Nashville,TN,"Davidson County",37206,US,"TIGER/Line® dataset from the US Census Bureau"
641,"1422 Lebanon Pike",NASHVILLE,37210.0,TN,36.153489,-86.724559,1,range_interpolation,1422,"Lebanon Pike",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
642,"1212 Laurel St",NASHVILLE,37203.0,TN,36.153667,-86.785735,1,range_interpolation,1212,"Laurel St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
643,"580 Waldron Rd",,,TN,0,0,0,,,,,,,,,,,
644,"1906 Church St",NASHVILLE,37203.0,TN,36.154269,-86.79959,1,rooftop,1906,"Church St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
645,"222 Gallatin Pike S",MADISON,37115.0,TN,36.260462,-86.713217,1,rooftop,222,"Gallatin Pike S",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
646,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
647,"3041 Dickerson Pike",NASHVILLE,37207.0,TN,36.228108,-86.758386,1,rooftop,3041,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
648,"1501 Rosa L Parks Blvd",NASHVILLE,37208.0,TN,36.17847,-86.795293,1,rooftop,1501,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
649,"1905 Hayes St",NASHVILLE,37203.0,TN,36.152879,-86.798519,1,rooftop,1905,"Hayes St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
650,"1200 Donelson Ave",,,TN,36.162557,-86.669997,0.3,place,,,,,Donelson,TN,"Davidson County",37214,US,"TIGER/Line® dataset from the US Census Bureau"
651,"3018 Ambrose Ave",NASHVILLE,37207.0,TN,36.206792,-86.747941,1,rooftop,3018,"Ambrose Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
652,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
653,"1505 12th Ave S",NASHVILLE,37203.0,TN,36.136361,-86.789087,1,rooftop,1505,"12th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
654,"4642 Lebanon Pike",HERMITAGE,37076.0,TN,36.217424,-86.596226,1,rooftop,4642,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
655,"1100 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.126585,-86.710366,1,rooftop,1100,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"City of Nashville"
656,"7337 Riverfront Dr",NASHVILLE,37221.0,TN,36.092942,-87.001027,1,range_interpolation,7337,"Riverfront Dr",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
657,"4324 Harding Pike",NASHVILLE,37205.0,TN,36.12625,-86.846113,1,range_interpolation,4324,"Harding Pike",,,Nashville,TN,"Davidson County",37205,US,"TIGER/Line® dataset from the US Census Bureau"
658,"1507 21st Ave S",NASHVILLE,37212.0,TN,36.139586,-86.800655,1,range_interpolation,1507,"21st Ave S",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
659,"201 Glenrose Ave",NASHVILLE,37210.0,TN,36.125591,-86.743652,1,range_interpolation,201,"Glenrose Ave",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
660,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
661,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
662,"8503 Hilltop Dr",,37363.0,TN,36.468661,-87.390565,0.27,place,,,,,Hilltop,TN,"Montgomery County",37040,US,"TIGER/Line® dataset from the US Census Bureau"
663,"1716 ROSA L PARKS BLVD",NASHVILLE,37208.0,TN,36.181699,-86.796756,1,rooftop,1716,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
664,"3041 Dickerson Pike",NASHVILLE,37207.0,TN,36.228108,-86.758386,1,rooftop,3041,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
665,"200 Cedar King Rd",,37160.0,TN,0,0,0,,,,,,,,,,,
666,"2935 Sidco Dr",NASHVILLE,37204.0,TN,36.107237,-86.755857,1,range_interpolation,2935,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
667,"508 Airpark Center Dr",NASHVILLE,37217.0,TN,36.094658,-86.680495,0.9,range_interpolation,508,"Airpark Center Dr",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
668,"925 N 6th St",NASHVILLE,37207.0,TN,36.186734,-86.761561,1,range_interpolation,925,"N 6th St",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
669,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
670,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
671,"3131 Dickerson Rd",NASHVILLE,37207.0,TN,36.231419,-86.758786,1,range_interpolation,3131,"Dickerson Rd",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
672,"1 Walden Books Dr",,37086.0,TN,35.164793,-85.301348,0.27,place,,,,,Walden,TN,"Hamilton County",37377,US,"TIGER/Line® dataset from the US Census Bureau"
673,"900 Rosa L Parks Blvd",NASHVILLE,37208.0,TN,36.172699,-86.789138,1,rooftop,900,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
674,"5109 Colemont Dr",ANTIOCH,37013.0,TN,36.05601,-86.700186,1,range_interpolation,5109,"Colemont Dr",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
675,"7300 Centennial Blvd",NASHVILLE,37209.0,TN,36.192559,-86.877734,1,rooftop,7300,"Centennial Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
676,"500 Hickory Hollow Terrace",ANTIOCH,37013.0,TN,36.05244,-86.648262,0.8,range_interpolation,500,"Hickory Hollow Ter",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
677,"4400 Lebanon Pike",HERMITAGE,37076.0,TN,36.216205,-86.603709,1,rooftop,4400,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
678,"411 Gallatin Pike S",MADISON,37115.0,TN,36.258605,-86.713176,1,rooftop,411,"Gallatin Pike S",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
679,"200 Gallatin Pike S",MADISON,37115.0,TN,36.262132,-86.71372,1,rooftop,200,"Gallatin Pike S",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
680,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
681,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
682,"1033 Demonbreun St",NASHVILLE,37203.0,TN,36.154489,-86.784398,1,rooftop,1033,"Demonbreun St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
683,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
684,"2187 Nolensville Pike",NASHVILLE,37211.0,TN,36.127217,-86.753723,1,rooftop,2187,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"City of Nashville"
685,"318A S 17th St",NASHVILLE,37206.0,TN,36.171707,-86.740228,1,rooftop,"318 A","S 17th St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
686,"2200 21st Ave S",NASHVILLE,37212.0,TN,36.130062,-86.801852,1,rooftop,2200,"21st Ave S",,,Nashville,TN,"Davidson County",37212,US,"City of Nashville"
687,"233 Wilson Pike Cir",,,TN,34.593393,-91.197781,0.42,nearest_rooftop_match,235,"Wilson St",,,"Holly Grove",AR,"Monroe County",72069,US,"Arkansas Geographic Information Office"
688,"11 Vaughns Gap Rd",,,TN,0,0,0,,,,,,,,,,,
689,"120 Hickory St",MADISON,37115.0,TN,36.259882,-86.711229,1,rooftop,120,"Hickory St",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
690,"7201 Cockrill Bend Blvd",NASHVILLE,37209.0,TN,36.169948,-86.886661,1,rooftop,7201,"Cockrill Bend Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
691,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
692,"4027 Lavergne Couchville Pike",ANTIOCH,37013.0,TN,36.053353,-86.573164,1,range_interpolation,4027,"Lavergne Couchville Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
693,"2030 Lucas Ln",NASHVILLE,37207.0,TN,36.203714,-86.772632,1,rooftop,2030,"Lucas Ln",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
694,"2220 Cruzen St",NASHVILLE,37211.0,TN,36.123014,-86.755123,1,range_interpolation,2220,"Cruzen St",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
695,"640 Hill Rd",BRENTWOOD,37027.0,TN,36.048612,-86.758651,0.99,rooftop,"640 B","Hill Rd",,,Brentwood,TN,"Davidson County",37027,US,"City of Nashville"
696,"411 Gallatin Pike S",MADISON,37115.0,TN,36.258605,-86.713176,1,rooftop,411,"Gallatin Pike S",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
697,"601 Grassmere Park",NASHVILLE,37211.0,TN,36.087174,-86.753405,1,range_interpolation,601,"Grassmere Park",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
698,"975 Main St",NASHVILLE,37206.0,TN,36.178301,-86.752017,1,rooftop,975,"Main St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
699,"715 Massman Dr",NASHVILLE,37210.0,TN,36.145275,-86.71138,1,range_interpolation,715,"Massman Dr",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
700,"5605 Pettus Rd",ANTIOCH,37013.0,TN,36.026927,-86.672729,1,rooftop,5605,"Pettus Rd",,,Antioch,TN,"Davidson County",37013,US,"City of Nashville"
701,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
702,"900 20th Ave S",NASHVILLE,37212.0,TN,36.148832,-86.797936,1,range_interpolation,900,"20th Ave S",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
703,"3868 Central Pike",HERMITAGE,37076.0,TN,36.173632,-86.608431,1,rooftop,3868,"Central Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
704,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
705,"4105 Lebanon Pike",HERMITAGE,37076.0,TN,36.199245,-86.61942,1,range_interpolation,4105,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"TIGER/Line® dataset from the US Census Bureau"
706,"525 or 528 Lemont Dr",NASHVILLE,37216.0,TN,36.165688,-86.778098,0.33,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
707,"716 S 12th St",NASHVILLE,37206.0,TN,36.16646,-86.750123,1,rooftop,716,"S 12th St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
708,"Hydes Ferry Rd & County Hospital Rd",NASHVILLE,37218.0,TN,36.18953,-86.837694,1,intersection,,"County Hospital Rd",,,Nashville,TN,"Davidson County",37218,US,"TIGER/Line® dataset from the US Census Bureau"
709,"2905 Armory Dr",NASHVILLE,37204.0,TN,36.109398,-86.753217,1,range_interpolation,2905,"Armory Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
710,"1212 Laurel St",NASHVILLE,37203.0,TN,36.153667,-86.785735,1,range_interpolation,1212,"Laurel St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
711,"4503 Harding Pike",NASHVILLE,37205.0,TN,36.12436,-86.84756,1,rooftop,4503,"Harding Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
712,"2731 Dracut Ln",NASHVILLE,37211.0,TN,36.020591,-86.702582,1,range_interpolation,2731,"Dracut Ln",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
713,"3000 Granny White Pike",NASHVILLE,37204.0,TN,36.119899,-86.790853,1,range_interpolation,3000,"Granny White Pike",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
714,"97B White Bridge Rd",NASHVILLE,37205.0,TN,36.130978,-86.857217,0.79,rooftop,"97 B","White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
715,"5300 Charlotte Ave",NASHVILLE,37209.0,TN,36.152039,-86.85135,1,rooftop,5300,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
716,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
717,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
718,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
719,"1212 Laurel St",NASHVILLE,37203.0,TN,36.153667,-86.785735,1,range_interpolation,1212,"Laurel St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
720,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
721,"212 White Bridge Pike",NASHVILLE,37209.0,TN,36.138278,-86.856726,1,rooftop,212,"White Bridge Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
722,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
723,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
724,"200 McMeen Cir",,38401.0,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
725,"1886 Eastland Ave",NASHVILLE,37206.0,TN,36.182172,-86.735451,1,rooftop,1886,"Eastland Ave",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
726,37207,,,TN,36.233916,-86.784698,1,place,,,,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
727,"160 Antioch Pike",NASHVILLE,37211.0,TN,36.101035,-86.729228,1,range_interpolation,160,"Antioch Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
728,"4222 Nolensville Pike",NASHVILLE,37211.0,TN,36.075243,-86.724685,1,rooftop,4222,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"City of Nashville"
729,"3049 Dickerson Pike",NASHVILLE,37207.0,TN,36.228925,-86.758042,1,rooftop,3049,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
730,"966 Madison Square",MADISON,37115.0,TN,36.254984,-86.717624,1,rooftop,966,"Madison Sq",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
731,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
732,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
733,"7629 Old Harding Pike",NASHVILLE,37221.0,TN,36.058263,-86.94509,1,range_interpolation,7629,"Old Harding Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
734,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
735,"3817 Bryce Rd",NASHVILLE,37211.0,TN,36.020056,-86.726079,1,range_interpolation,3817,"Bryce Rd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
736,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
